subject,session,block,trial,exposure,stimulus,valence,action,robot,choice,accuracy,rt,outcome,Y_hat,Y_pred,pwaic,k_u,loo
0ubclurpshlgyru3cwo3stun,2,1,1,1,1,1,go,gw,1,1,0.178,1,0.7234,0.720666,0.003885,0.004618,0.718713
0ubclurpshlgyru3cwo3stun,2,1,6,2,1,1,go,gw,1,1,0.447,1,0.9176,0.91316,0.001552,-0.070326,0.912375
0ubclurpshlgyru3cwo3stun,2,1,10,3,1,1,go,gw,1,1,0.442,0,0.9694,0.971051,0.000392,0.109689,0.970853
0ubclurpshlgyru3cwo3stun,2,1,15,4,1,1,go,gw,1,1,0.4,1,0.8592,0.86177,0.001971,0.00988,0.860776
0ubclurpshlgyru3cwo3stun,2,1,17,5,1,1,go,gw,1,1,0.588,1,0.9554,0.957136,0.000546,-0.001207,0.95686
0ubclurpshlgyru3cwo3stun,2,1,23,6,1,1,go,gw,1,1,0.572,1,0.9848,0.984728,0.000134,0.094635,0.98466
0ubclurpshlgyru3cwo3stun,2,1,27,7,1,1,go,gw,1,1,0.512,0,0.9944,0.993761,3.5e-05,0.144584,0.993743
0ubclurpshlgyru3cwo3stun,2,1,30,8,1,1,go,gw,1,1,0.465,1,0.9632,0.962076,0.000432,-0.003039,0.961858
0ubclurpshlgyru3cwo3stun,2,1,34,9,1,1,go,gw,1,1,0.326,1,0.9864,0.986811,9e-05,0.091447,0.986766
0ubclurpshlgyru3cwo3stun,2,1,38,10,1,1,go,gw,1,1,0.391,1,0.996,0.994614,2.3e-05,0.125437,0.994603
0ubclurpshlgyru3cwo3stun,2,1,42,11,1,1,go,gw,1,1,0.409,1,0.9966,0.997499,7e-06,0.208713,0.997495
0ubclurpshlgyru3cwo3stun,2,1,45,12,1,1,go,gw,1,1,0.406,1,0.9986,0.998708,2e-06,0.228244,0.998707
0ubclurpshlgyru3cwo3stun,2,1,52,13,1,1,go,gw,1,1,0.391,1,0.9994,0.999269,1e-06,0.286485,0.999269
0ubclurpshlgyru3cwo3stun,2,1,56,14,1,1,go,gw,1,1,0.3,0,0.9998,0.999553,0.0,0.237383,0.999553
0ubclurpshlgyru3cwo3stun,2,1,58,15,1,1,go,gw,1,1,0.54,1,0.9948,0.995875,2.5e-05,0.203521,0.995862
0ubclurpshlgyru3cwo3stun,2,1,63,16,1,1,go,gw,1,1,0.322,0,0.998,0.998134,5e-06,0.18527,0.998132
0ubclurpshlgyru3cwo3stun,2,1,65,17,1,1,go,gw,1,1,0.418,1,0.9828,0.983595,0.000423,0.202601,0.983378
0ubclurpshlgyru3cwo3stun,2,1,72,18,1,1,go,gw,1,1,0.281,1,0.9944,0.994349,3.9e-05,0.089043,0.994329
0ubclurpshlgyru3cwo3stun,2,1,75,19,1,1,go,gw,1,1,0.315,1,0.9976,0.997572,8e-06,0.204484,0.997568
0ubclurpshlgyru3cwo3stun,2,1,77,20,1,1,go,gw,1,1,0.45,1,0.9986,0.998785,2e-06,0.186229,0.998784
0ubclurpshlgyru3cwo3stun,2,1,83,21,1,1,go,gw,1,1,0.45,1,0.9994,0.999319,1e-06,0.168498,0.999318
0ubclurpshlgyru3cwo3stun,2,1,86,22,1,1,go,gw,1,1,0.51,1,0.999,0.999582,0.0,0.201514,0.999581
0ubclurpshlgyru3cwo3stun,2,1,91,23,1,1,go,gw,1,1,0.313,1,0.9994,0.999723,0.0,0.22192,0.999723
0ubclurpshlgyru3cwo3stun,2,1,96,24,1,1,go,gw,1,1,0.357,0,0.9996,0.999805,0.0,0.264727,0.999805
0ubclurpshlgyru3cwo3stun,2,1,98,25,1,1,go,gw,1,1,0.468,1,0.9982,0.997674,1.6e-05,0.260121,0.997666
0ubclurpshlgyru3cwo3stun,2,1,103,26,1,1,go,gw,1,1,0.358,1,0.9996,0.998906,3e-06,0.147219,0.998905
0ubclurpshlgyru3cwo3stun,2,1,108,27,1,1,go,gw,1,1,0.537,1,0.999,0.999398,1e-06,0.185955,0.999397
0ubclurpshlgyru3cwo3stun,2,1,110,28,1,1,go,gw,1,1,0.486,1,0.9996,0.99963,0.0,0.229898,0.99963
0ubclurpshlgyru3cwo3stun,2,1,115,29,1,1,go,gw,1,1,0.595,0,1.0,0.999753,0.0,0.224403,0.999753
0ubclurpshlgyru3cwo3stun,2,1,119,30,1,1,go,gw,1,1,0.319,1,0.9968,0.996957,3e-05,0.252887,0.996942
0ubclurpshlgyru3cwo3stun,2,1,3,1,2,1,no-go,ngw,1,0,0.619,0,0.7204,0.720666,0.003885,0.004618,0.718713
0ubclurpshlgyru3cwo3stun,2,1,7,2,2,1,no-go,ngw,1,0,0.547,1,0.3768,0.377188,0.007735,-0.043711,0.373321
