subject,session,block,trial,exposure,stimulus,valence,action,robot,choice,accuracy,rt,outcome,Y_hat,Y_pred,pwaic,k_u,loo
0ubclurpshlgyru3cwo3stun,2,1,1,1,1,1,go,gw,1,1,0.178,1,0.8548,0.85863,0.006752,0.073442,0.855149
0ubclurpshlgyru3cwo3stun,2,1,6,2,1,1,go,gw,1,1,0.447,1,0.9846,0.983741,0.00042,0.12365,0.983526
0ubclurpshlgyru3cwo3stun,2,1,10,3,1,1,go,gw,1,1,0.442,0,0.9946,0.995394,4.2e-05,0.269543,0.995372
0ubclurpshlgyru3cwo3stun,2,1,15,4,1,1,go,gw,1,1,0.4,1,0.9602,0.962679,0.001123,0.098634,0.962103
0ubclurpshlgyru3cwo3stun,2,1,17,5,1,1,go,gw,1,1,0.588,1,0.9954,0.993452,7.4e-05,0.16565,0.993414
0ubclurpshlgyru3cwo3stun,2,1,23,6,1,1,go,gw,1,1,0.572,1,0.9966,0.996961,1.5e-05,0.161551,0.996954
0ubclurpshlgyru3cwo3stun,2,1,27,7,1,1,go,gw,1,1,0.512,0,0.998,0.997652,9e-06,0.002045,0.997647
0ubclurpshlgyru3cwo3stun,2,1,30,8,1,1,go,gw,1,1,0.465,1,0.9934,0.993673,6.6e-05,0.196531,0.99364
0ubclurpshlgyru3cwo3stun,2,1,34,9,1,1,go,gw,1,1,0.326,1,0.9972,0.997156,1.2e-05,0.056609,0.99715
0ubclurpshlgyru3cwo3stun,2,1,38,10,1,1,go,gw,1,1,0.391,1,0.9982,0.997713,9e-06,0.008184,0.997708
0ubclurpshlgyru3cwo3stun,2,1,42,11,1,1,go,gw,1,1,0.409,1,0.9974,0.997854,8e-06,0.05639,0.99785
0ubclurpshlgyru3cwo3stun,2,1,45,12,1,1,go,gw,1,1,0.406,1,0.998,0.9979,8e-06,0.049025,0.997896
0ubclurpshlgyru3cwo3stun,2,1,52,13,1,1,go,gw,1,1,0.391,1,0.9988,0.997917,8e-06,0.050901,0.997913
0ubclurpshlgyru3cwo3stun,2,1,56,14,1,1,go,gw,1,1,0.3,0,0.9972,0.997924,8e-06,0.05348,0.99792
0ubclurpshlgyru3cwo3stun,2,1,58,15,1,1,go,gw,1,1,0.54,1,0.998,0.99768,1e-05,0.16591,0.997675
0ubclurpshlgyru3cwo3stun,2,1,63,16,1,1,go,gw,1,1,0.322,0,0.9986,0.99787,8e-06,0.046765,0.997866
0ubclurpshlgyru3cwo3stun,2,1,65,17,1,1,go,gw,1,1,0.418,1,0.9938,0.994299,0.000288,0.444746,0.994156
0ubclurpshlgyru3cwo3stun,2,1,72,18,1,1,go,gw,1,1,0.281,1,0.9992,0.997609,1e-05,0.004618,0.997604
0ubclurpshlgyru3cwo3stun,2,1,75,19,1,1,go,gw,1,1,0.315,1,0.9988,0.997848,8e-06,0.038618,0.997843
0ubclurpshlgyru3cwo3stun,2,1,77,20,1,1,go,gw,1,1,0.45,1,0.9976,0.997901,8e-06,0.047746,0.997896
0ubclurpshlgyru3cwo3stun,2,1,83,21,1,1,go,gw,1,1,0.45,1,0.9974,0.997918,8e-06,0.051646,0.997914
0ubclurpshlgyru3cwo3stun,2,1,86,22,1,1,go,gw,1,1,0.51,1,0.9986,0.997925,8e-06,0.052562,0.997921
0ubclurpshlgyru3cwo3stun,2,1,91,23,1,1,go,gw,1,1,0.313,1,0.9964,0.997928,8e-06,0.054304,0.997924
0ubclurpshlgyru3cwo3stun,2,1,96,24,1,1,go,gw,1,1,0.357,0,0.9972,0.99793,8e-06,0.055265,0.997926
0ubclurpshlgyru3cwo3stun,2,1,98,25,1,1,go,gw,1,1,0.468,1,0.9988,0.99777,1e-05,0.134285,0.997766
0ubclurpshlgyru3cwo3stun,2,1,103,26,1,1,go,gw,1,1,0.358,1,0.9984,0.997895,8e-06,0.051778,0.997891
0ubclurpshlgyru3cwo3stun,2,1,108,27,1,1,go,gw,1,1,0.537,1,0.9984,0.997918,8e-06,0.053583,0.997914
0ubclurpshlgyru3cwo3stun,2,1,110,28,1,1,go,gw,1,1,0.486,1,0.9982,0.997925,8e-06,0.052255,0.997921
0ubclurpshlgyru3cwo3stun,2,1,115,29,1,1,go,gw,1,1,0.595,0,0.9982,0.997928,8e-06,0.054139,0.997924
0ubclurpshlgyru3cwo3stun,2,1,119,30,1,1,go,gw,1,1,0.319,1,0.9978,0.997657,1.1e-05,0.2163,0.997651
0ubclurpshlgyru3cwo3stun,2,1,3,1,2,1,no-go,ngw,1,0,0.619,0,0.8568,0.85863,0.006752,0.073442,0.855149
0ubclurpshlgyru3cwo3stun,2,1,7,2,2,1,no-go,ngw,1,0,0.547,1,0.2874,0.279737,0.027376,-0.584529,0.266448
0ubclurpshlgyru3cwo3stun,2,1,9,3,2,1,no-go,ngw,1,0,0.76,0,0.8984,0.899656,0.005188,0.060133,0.896975
