subject,session,block,runsheet,trial,exposure,stimulus,valence,action,robot,choice,accuracy,rt,outcome,Y_hat,Y_pred,pwaic,k_u,loo
02lqpjp4pevk73p8f7ipewf9,2,2,2a,211,1,1,1,go,gw,1,1,0.88,1,0.6054,0.609918,0.001971,-0.229617,0.608932
02lqpjp4pevk73p8f7ipewf9,2,2,2a,214,2,1,1,go,gw,1,1,0.669,1,0.6638,0.654844,0.001978,-0.171663,0.653854
02lqpjp4pevk73p8f7ipewf9,2,2,2a,218,3,1,1,go,gw,1,1,1.042,1,0.6918,0.692892,0.002147,-0.123056,0.691816
02lqpjp4pevk73p8f7ipewf9,2,2,2a,221,4,1,1,go,gw,1,1,0.591,1,0.7286,0.725193,0.002339,-0.069824,0.72402
02lqpjp4pevk73p8f7ipewf9,2,2,2a,226,5,1,1,go,gw,1,1,0.497,1,0.7422,0.752667,0.00252,-0.064101,0.751402
02lqpjp4pevk73p8f7ipewf9,2,2,2a,229,6,1,1,go,gw,1,1,0.671,1,0.7734,0.776082,0.002682,-0.033766,0.774733
02lqpjp4pevk73p8f7ipewf9,2,2,2a,236,7,1,1,go,gw,1,1,0.365,1,0.8004,0.796085,0.002825,0.01302,0.794662
02lqpjp4pevk73p8f7ipewf9,2,2,2a,239,8,1,1,go,gw,1,1,0.355,0,0.8248,0.813221,0.002949,0.060211,0.811733
02lqpjp4pevk73p8f7ipewf9,2,2,2a,202,1,2,1,go,gw,0,0,,0,0.6084,0.390082,0.001971,-0.211274,0.389098
02lqpjp4pevk73p8f7ipewf9,2,2,2a,207,2,2,1,go,gw,0,0,,0,0.6382,0.345156,0.001978,-0.144935,0.344169
02lqpjp4pevk73p8f7ipewf9,2,2,2a,209,3,2,1,go,gw,1,1,1.042,1,0.691,0.692892,0.002147,-0.123056,0.691816
02lqpjp4pevk73p8f7ipewf9,2,2,2a,215,4,2,1,go,gw,1,1,0.874,1,0.7324,0.731614,0.002536,-0.097259,0.730343
02lqpjp4pevk73p8f7ipewf9,2,2,2a,219,5,2,1,go,gw,1,1,0.818,0,0.7714,0.763433,0.002798,-0.065822,0.762028
02lqpjp4pevk73p8f7ipewf9,2,2,2a,224,6,2,1,go,gw,0,0,,0,0.7158,0.278464,0.002272,-0.134003,0.277332
02lqpjp4pevk73p8f7ipewf9,2,2,2a,227,7,2,1,go,gw,1,1,0.74,1,0.7562,0.751602,0.002513,-0.086481,0.750339
02lqpjp4pevk73p8f7ipewf9,2,2,2a,231,8,2,1,go,gw,1,1,0.732,1,0.7842,0.783076,0.002784,-0.011026,0.781674
02lqpjp4pevk73p8f7ipewf9,2,2,2a,235,9,2,1,go,gw,1,1,0.357,1,0.8022,0.808501,0.002951,0.033876,0.807013
02lqpjp4pevk73p8f7ipewf9,2,2,2a,238,10,2,1,go,gw,1,1,0.488,1,0.8236,0.82939,0.003015,0.050744,0.827865
02lqpjp4pevk73p8f7ipewf9,2,2,2a,124,1,3,1,go,gw,0,0,,0,0.6092,0.390082,0.001971,-0.211274,0.389098
02lqpjp4pevk73p8f7ipewf9,2,2,2a,125,2,3,1,go,gw,1,1,0.619,1,0.6542,0.654844,0.001978,-0.171663,0.653854
02lqpjp4pevk73p8f7ipewf9,2,2,2a,131,3,3,1,go,gw,0,0,,0,0.7004,0.303272,0.002276,-0.026647,0.302135
02lqpjp4pevk73p8f7ipewf9,2,2,2a,135,4,3,1,go,gw,0,0,,0,0.7298,0.268386,0.002536,-0.085065,0.267121
02lqpjp4pevk73p8f7ipewf9,2,2,2a,140,5,3,1,go,gw,1,1,0.847,1,0.7608,0.760859,0.002718,-0.053682,0.759494
02lqpjp4pevk73p8f7ipewf9,2,2,2a,141,6,3,1,go,gw,1,1,0.983,0,0.7888,0.789836,0.002943,-0.04239,0.788354
02lqpjp4pevk73p8f7ipewf9,2,2,2a,145,7,3,1,go,gw,1,1,0.941,1,0.764,0.751602,0.002513,-0.086481,0.750339
02lqpjp4pevk73p8f7ipewf9,2,2,2a,152,8,3,1,go,gw,1,1,1.294,1,0.7868,0.783076,0.002784,-0.011026,0.781674
02lqpjp4pevk73p8f7ipewf9,2,2,2a,153,9,3,1,go,gw,1,1,0.51,1,0.8052,0.808501,0.002951,0.033876,0.807013
02lqpjp4pevk73p8f7ipewf9,2,2,2a,157,10,3,1,go,gw,0,0,,0,0.8236,0.17061,0.003015,-0.236902,0.169119
02lqpjp4pevk73p8f7ipewf9,2,2,2a,164,11,3,1,go,gw,0,0,,0,0.8486,0.152407,0.003019,-0.271967,0.150917
02lqpjp4pevk73p8f7ipewf9,2,2,2a,167,12,3,1,go,gw,0,0,,0,0.8558,0.137252,0.002982,-0.305092,0.135784
